Time,Distance_cm,Water_Percent,Pump
09:53:11,2,90,OFF
09:53:12,2,90,OFF
09:53:12,2,90,OFF
09:53:12,2,90,OFF
09:53:13,2,90,OFF
09:53:13,2,90,OFF
09:53:13,2,90,OFF
09:53:14,2,90,OFF
09:53:14,2,90,OFF
09:53:14,2,90,OFF
09:53:15,2,90,OFF
09:53:15,2,90,OFF
09:53:15,2,90,OFF
09:53:16,1,95,OFF
09:53:16,2,90,OFF
09:53:16,2,90,OFF
09:53:17,2,90,OFF
09:53:17,2,90,OFF
09:53:17,1,95,OFF
09:53:18,1,95,OFF
09:53:18,1,95,OFF
09:53:18,1,95,OFF
09:53:19,1,95,OFF
09:53:19,1,95,OFF
09:53:19,1,95,OFF
09:53:20,1,95,OFF
09:53:20,1,95,OFF
09:53:20,1,95,OFF
09:53:21,1,95,OFF
09:53:21,2,90,OFF
09:53:21,1,95,OFF
09:53:22,1,95,OFF
09:53:22,1,95,OFF
09:53:22,1,95,OFF
09:53:23,2,90,OFF
09:53:23,1,95,OFF
09:53:23,1,95,OFF
09:53:24,1,95,OFF
09:53:24,1,95,OFF
09:53:24,1,95,OFF
09:53:25,1,95,OFF
09:53:25,1,95,OFF
09:53:25,1,95,OFF
09:53:26,1,95,OFF
09:53:26,1,95,OFF
09:53:26,1,95,OFF
09:53:27,1,95,OFF
09:53:27,1,95,OFF
09:53:27,1,95,OFF
09:53:28,1,95,OFF
09:53:28,1,95,OFF
09:53:28,1,95,OFF
09:53:29,1,95,OFF
09:53:29,2,90,OFF
09:53:29,2,90,OFF
09:53:30,4,80,OFF
09:53:30,6,70,OFF
09:53:30,7,65,OFF
09:53:31,10,50,OFF
09:53:31,12,40,OFF
09:53:31,14,30,OFF
09:53:32,15,25,ON
09:53:32,17,15,ON
09:53:32,18,10,ON
09:53:33,18,10,ON
09:53:33,18,10,ON
09:53:33,18,10,ON
09:53:34,21,0,ON
09:53:34,22,0,ON
09:53:34,24,0,ON
09:53:35,27,0,ON
09:53:35,24,0,ON
09:53:35,26,0,ON
09:53:36,25,0,ON
09:53:36,23,0,ON
09:53:36,21,0,ON
09:53:36,17,15,ON
09:53:37,15,25,ON
09:53:37,12,40,ON
09:53:37,13,35,ON
09:53:38,11,45,ON
09:53:38,9,55,ON
09:53:38,8,60,ON
09:53:39,6,70,ON
09:53:39,5,75,ON
09:53:39,5,75,ON
09:53:40,4,80,ON
09:53:40,3,85,ON
09:53:40,3,85,ON
09:53:41,2,90,OFF
09:53:41,2,90,OFF
09:53:41,2,90,OFF
09:53:42,2,90,OFF
09:53:42,2,90,OFF
09:53:42,2,90,OFF
09:53:43,5,75,OFF
09:53:43,12,40,OFF
09:53:43,10,50,OFF
09:53:44,12,40,OFF
09:53:44,14,30,OFF
09:53:44,15,25,ON
09:53:45,16,20,ON
09:53:45,15,25,ON
09:53:45,16,20,ON
09:53:46,15,25,ON
09:53:46,15,25,ON
09:53:46,15,25,ON
09:53:47,15,25,ON
09:53:47,15,25,ON
09:53:47,15,25,ON
09:53:48,14,30,ON
09:53:48,13,35,ON
09:53:48,15,25,ON
09:53:49,10,50,ON
09:53:49,18,10,ON
09:53:49,8,60,ON
09:53:50,11,45,ON
09:53:50,12,40,ON
09:53:50,14,30,ON
09:53:51,19,5,ON
09:53:51,21,0,ON
09:53:51,9,55,ON
09:53:52,6,70,ON
09:53:52,6,70,ON
09:53:52,5,75,ON
09:53:53,5,75,ON
09:53:53,4,80,ON
09:53:53,4,80,ON
09:53:54,3,85,ON
09:53:54,3,85,ON
09:53:54,4,80,ON
09:53:55,3,85,ON
09:53:55,2,90,OFF
09:53:55,2,90,OFF
09:53:56,3,85,OFF
09:53:56,3,85,OFF
09:53:56,3,85,OFF
09:53:57,2,90,OFF
09:53:57,2,90,OFF
09:53:57,2,90,OFF
09:53:58,2,90,OFF
09:53:58,2,90,OFF
09:53:58,2,90,OFF
09:53:59,2,90,OFF
09:53:59,2,90,OFF
09:53:59,2,90,OFF
09:54:00,2,90,OFF
09:54:00,2,90,OFF
09:54:00,2,90,OFF
09:54:01,2,90,OFF
09:54:01,2,90,OFF
09:54:01,3,85,OFF
09:54:02,2,90,OFF
09:54:02,2,90,OFF
09:54:02,2,90,OFF
09:54:03,2,90,OFF
09:54:03,2,90,OFF
09:54:03,3,85,OFF
09:54:04,3,85,OFF
09:54:04,3,85,OFF
09:54:04,3,85,OFF
